RID,SID,text,polarity,category,target 
1069,1069:2,Türk kahvesi de fena değil.,positive,DRINKS#QUALITY,Türk kahvesi
1070,1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",positive,AMBIENCE#GENERAL,Manzarasi ve dizayni
1070,1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",negative,FOOD#STYLE_OPTIONS,porsiyonlar
1070,1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",negative,SERVICE#GENERAL,garsonlar
1070,1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.",negative,RESTAURANT#PRICES,NULL
1070,1070:2,Lezzet eh iste.,neutral,FOOD#QUALITY,Lezzet
1070,1070:3,Ozetle manzara disinda bisey yok.,positive,AMBIENCE#GENERAL,manzara
1070,1070:3,Ozetle manzara disinda bisey yok.,negative,RESTAURANT#GENERAL,NULL
1071,1071:0,Happy hour icin vazgecilmez nokta.,positive,RESTAURANT#GENERAL,Happy hour
1071,1071:1,Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,positive,FOOD#QUALITY,burgerleri ve pizzasi
1071,1071:2,Zincirler icinde tek tercih edilebilir yer.,positive,RESTAURANT#GENERAL,yer
1072,1072:0,Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.,neutral,FOOD#QUALITY,pizzalar
1072,1072:1,Neden bu kadar popüler oldugunu anlamiyorum.,negative,RESTAURANT#GENERAL,NULL
1073,1073:0,Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,positive,FOOD#QUALITY,Yediginiz herseyin
1073,1073:1,Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,positive,FOOD#QUALITY,Yemeklerin doyuruculugu ve lezzeti
1073,1073:1,Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,negative,AMBIENCE#GENERAL,yer bulmakta
1074,1074:0,Manzaraya da sufleye de bayildik.,positive,AMBIENCE#GENERAL,Manzaraya
1074,1074:0,Manzaraya da sufleye de bayildik.,positive,FOOD#QUALITY,sufleye
1074,1074:1,Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,positive,AMBIENCE#GENERAL,Big Chefs'te oturmak
1074,1074:1,Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,positive,AMBIENCE#GENERAL,köprü manzarasi
1074,1074:2,"Sufle 13,5 lira, çay 4,5 lira.",neutral,DRINKS#PRICES,"4,5 lira"
1074,1074:2,"Sufle 13,5 lira, çay 4,5 lira.",neutral,FOOD#PRICES,"13,5 lira"
1075,1075:2,Burada sulu yemek yok.,neutral,FOOD#STYLE_OPTIONS,sulu yemek
1075,1075:3,Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,positive,RESTAURANT#PRICES,fiyatlari
1075,1075:4,Lahmacun döner burger pide ve köfte çesitleri mevcut.,positive,FOOD#STYLE_OPTIONS,çesitleri
1076,1076:0,Iftar menüsü 80 TL.,neutral,FOOD#PRICES,Iftar menüsü
1076,1076:1,Ezogelin çorba çok tuzluydu.,negative,FOOD#QUALITY,Ezogelin çorba
1076,1076:2,Ve erken servis edildigi için iftara kadar sogudu.,negative,SERVICE#GENERAL,servis edildigi
1076,1076:3,Içli köfte ve pirzola güzeldi.,positive,FOOD#QUALITY,Içli köfte ve pirzola
1076,1076:4,Servis elemanlari yetersiz oldugu için yavasti.,negative,SERVICE#GENERAL,Servis
1076,1076:5,Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor,negative,AMBIENCE#GENERAL,tuvaletler
1077,1077:0,"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !",negative,DRINKS#STYLE_OPTIONS,içecekler
1077,1077:0,"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !",negative,SERVICE#GENERAL,garsonlar
1077,1077:1,Hayal kırıklığı,negative,RESTAURANT#GENERAL,NULL
1078,1078:1,"Civardaki restorantlardan pek bir farkı yok, servisi yavaş.",negative,SERVICE#GENERAL,servisi
1079,1079:0,Her deniz ürününü karıştırıp önünüze getiriyorlar.,neutral,FOOD#STYLE_OPTIONS,deniz ürününü
1079,1079:1,Açıkçası hicbirinin tadını tam alamiyorsunuz.,negative,FOOD#STYLE_OPTIONS,NULL
1079,1079:2,Balik ve deniz ürünlerini çok sevmeyenler Balik KFCsi kıvamında olduğu ve Kızartma bol olduğu için sevebilirler.,positive,FOOD#STYLE_OPTIONS,Kızartma
1079,1079:3,Sadece soya soslu somon başarılıydı.,positive,FOOD#QUALITY,soya soslu somon
1079,1079:3,Sadece soya soslu somon başarılıydı.,negative,FOOD#QUALITY,başarılıydı
1080,1080:0,"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",positive,RESTAURANT#GENERAL,cafe
1080,1080:0,"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",positive,AMBIENCE#GENERAL,bahçesi
1080,1080:0,"Kisin iç kismi dag evini animsatan, yazin bahçesi yesillikler icersinde ve ferah olan, açik büfe kahvaltisi zengin çesitleriyle bir hayli rabet gören, bunun haricinde genellikle nargile severlerin ugrak mekani olan tatli bir cafe.",positive,FOOD#STYLE_OPTIONS,açik büfe kahvaltisi
1081,1081:0,"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",negative,FOOD#QUALITY,içli köfte
1081,1081:0,"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",negative,FOOD#QUALITY,tereyagi
1081,1081:1,Garsonu bu kadar uyardigimizda ise sadece iletirim dedi.,negative,SERVICE#GENERAL,Garsonu
1081,1081:2,Özür bile dilemediler.,negative,SERVICE#GENERAL,NULL
1082,1082:0,Machiato dediğim halde yerine espresso servis eden işletme.,negative,SERVICE#GENERAL,servis eden
1082,1082:1,"Boş bardak, fincan, tabak masada bekliyor, toplayan yok.",negative,SERVICE#GENERAL,toplayan
1082,1082:2,"Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim.",negative,FOOD#STYLE_OPTIONS,NULL
1082,1082:3,"Kirli, iyi yıkanmamış bardakla çay servisi.",negative,SERVICE#GENERAL,çay servisi
1082,1082:4,Mado'nun genel hastalıklarının bir araya gelmiş hali gibi.,negative,RESTAURANT#GENERAL,NULL
1082,1082:5,Manzara satıyor burada da.,negative,RESTAURANT#GENERAL,satıyor
1082,1082:5,Manzara satıyor burada da.,positive,AMBIENCE#GENERAL,Manzara
1082,1082:6,Yoksa Mado'ların kötü bir örneği.,negative,RESTAURANT#GENERAL,örneği
1083,1083:0,Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,positive,FOOD#QUALITY,ev yemekleri
1083,1083:0,Ev yemekleri hergün farkli - Tipki anne eli degmis gibi lezzetli ev yemekleri...,positive,FOOD#STYLE_OPTIONS,Ev yemekleri
1083,1083:1,Mekan çok küçük hemen doluyor.,negative,AMBIENCE#GENERAL,Mekan
1083,1083:2,Öglenleri yer bulamadigimiz çok oluyor.,negative,SERVICE#GENERAL,yer bulamadigimiz
1083,1083:3,Genelde ürünler lezzetli ve fiyat da uygun .,positive,FOOD#QUALITY,ürünler
1083,1083:3,Genelde ürünler lezzetli ve fiyat da uygun .,positive,FOOD#PRICES,fiyat
1083,1083:4,Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,negative,SERVICE#GENERAL,NULL
1083,1083:4,Öglen için tercih edilebilir ama 12yi çok geçirmemek gerekiyor...,positive,RESTAURANT#GENERAL,NULL
1084,1084:0,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",positive,AMBIENCE#GENERAL,manzara
1084,1084:0,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",positive,FOOD#QUALITY,yemekler
1084,1084:0,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",positive,DRINKS#QUALITY,kokteyliler
1084,1084:0,"Cok guzel sirin bir mekan yemekler kokteyliler super manzara cok iyi, tabiki bu guzel seyler icin sira bekleyebilirsiniz.",positive,AMBIENCE#GENERAL,mekan
1085,1085:1,Malzemeler güzel ama hamuru çok sevemedim.,positive,FOOD#STYLE_OPTIONS,Malzemeler
1085,1085:1,Malzemeler güzel ama hamuru çok sevemedim.,negative,FOOD#STYLE_OPTIONS,hamuru
1085,1085:3,Genel olarak mekan şirin.,positive,AMBIENCE#GENERAL,mekan
1085,1085:6,Alkol olsa daha tutulabilirler.,negative,DRINKS#STYLE_OPTIONS,Alkol
1086,1086:0,Hayatımın en pahalı yemeğini yediğim restoran.,negative,FOOD#PRICES,yemeğini
1086,1086:1,Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,negative,AMBIENCE#GENERAL,manzaranın
1086,1086:1,Yemekler lezzetli olmasına rağmen FSM köprüsünün başınızın üstünde zebellah gibi durması manzaranın keyfini kaçırmakta.,positive,FOOD#QUALITY,Yemekler
1086,1086:2,Yemek porsiyonları çok küçük.,negative,FOOD#STYLE_OPTIONS,Yemek porsiyonları
1086,1086:3,Vale hizmeti var.,neutral,SERVICE#GENERAL,Vale hizmeti
1087,1087:0,Rock'n Roll burger yedim.,neutral,FOOD#QUALITY,Rock'n Roll burger
1087,1087:1,Burger ekmegi yumusamis dagiliyordu.,negative,FOOD#QUALITY,Burger ekmegi
1087,1087:2,Icinde ki sos da pek bi istah acici degildi.,negative,FOOD#QUALITY,sos
1087,1087:3,Ortami guzel gidilecekse onun icin gidelebilir.,positive,AMBIENCE#GENERAL,Ortami
1088,1088:0,"Mekan enteresan bir havaya sahip , haftaici aksamlari abiler ellerinde nargilelerle çayla muhabbetin dibine vururken.",neutral,AMBIENCE#GENERAL,Mekan
1088,1088:1,Hafta sonu sabahlari ozellikle evli ve cocuklu ciftlerin kahvalti merkezi oluyor.,neutral,RESTAURANT#GENERAL,kahvalti merkezi
1088,1088:2,Yemeklerini ve caylarini begendigim.,positive,FOOD#QUALITY,Yemeklerini
1088,1088:2,Yemeklerini ve caylarini begendigim.,positive,DRINKS#QUALITY,caylarini
1088,1088:3,Fiyat olarak gayet mantikli bir isletme.,positive,RESTAURANT#PRICES,Fiyat
1088,1088:4,Tavsiyemdir,positive,RESTAURANT#GENERAL,NULL
1089,1089:0,Kendilerine özel biraları mevcut olsaydı belki daha güzel olurdu ama standart biralardan içmek durumunda kaldık.,negative,DRINKS#STYLE_OPTIONS,biraları
1089,1089:1,Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,positive,SERVICE#GENERAL,garsonlar
1089,1089:1,Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,positive,SERVICE#GENERAL,servis
1089,1089:1,Bunun haricinde servis iyi garsonlar güleryüzlü ve rahat bir mekan.,positive,AMBIENCE#GENERAL,mekan
1089,1089:2,Yemekler de farklı tadlar var.,positive,FOOD#STYLE_OPTIONS,Yemekler
1089,1089:3,Cuma iş çıkışı arkadaşlarla takılmalık bir mekan.,positive,AMBIENCE#GENERAL,mekan
1090,1090:0,Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,positive,FOOD#STYLE_OPTIONS,menüsünü
1090,1090:0,Çok fazla lezzetli alternatifi bulunan menüsünü seviyorum.,positive,FOOD#QUALITY,menüsünü
1090,1090:1,Citys'in alt katındayken tanıdık sevdik.,positive,RESTAURANT#GENERAL,NULL
1090,1090:2,"Magnolia'sı ayrı, limonatası ayrı güzel.",positive,FOOD#QUALITY,Magnolia'sı
1090,1090:2,"Magnolia'sı ayrı, limonatası ayrı güzel.",positive,DRINKS#QUALITY,limonatası
1090,1090:3,Bir peynirli tostu bile çok özenle sunuyorlar.,positive,SERVICE#GENERAL,sunuyorlar
1091,1091:0,Somon ızgarasına 4 puan.,neutral,FOOD#QUALITY,Somon ızgarasına
1091,1091:1,Hem sağlıklı hem de doyurucu.,positive,FOOD#QUALITY,NULL
1091,1091:2,Güzel bir öğle yemeği molası.,positive,FOOD#QUALITY,öğle yemeği
1091,1091:3,Bahçesi de güzel.,positive,AMBIENCE#GENERAL,Bahçesi
1091,1091:4,Salıncağı bile var.,positive,AMBIENCE#GENERAL,Salıncağı
1091,1091:5,Yemek üzerine de soğuk kahve iyi gidiyor.,positive,DRINKS#QUALITY,soğuk kahve
1092,1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",positive,AMBIENCE#GENERAL,manzarası
1092,1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",positive,SERVICE#GENERAL,servisi
1092,1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",positive,LOCATION#GENERAL,yerlerinden
1092,1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",positive,AMBIENCE#GENERAL,müzikleri
1092,1092:0,"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",positive,AMBIENCE#GENERAL,dekorasyonu
1092,1092:1,Kahvaltı seçenekleri çok iyi.,positive,FOOD#STYLE_OPTIONS,Kahvaltı seçenekleri
1092,1092:2,Yemekleri de fena değil.,neutral,FOOD#QUALITY,Yemekleri
1092,1092:3,Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.,positive,RESTAURANT#PRICES,fiyatlar
1092,1092:4,"Gece, gündüz, her zaman için öneririm.",positive,RESTAURANT#GENERAL,NULL
1093,1093:0,Besiktaki en hakiki pideci diyebilirim.,positive,FOOD#QUALITY,pideci
1093,1093:1,ben bu yuzden tatli yemegi tercih etmedim.,negative,FOOD#QUALITY,NULL
1093,1093:2,fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,neutral,FOOD#PRICES,fiyatlari
1093,1093:2,fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,neutral,FOOD#STYLE_OPTIONS,porsiyonlari
1093,1093:3,puanimdan sirf yavas yuzunden kisiyorum!,negative,SERVICE#GENERAL,NULL
1093,1093:3,puanimdan sirf yavas yuzunden kisiyorum!,positive,RESTAURANT#GENERAL,kisiyorum
1093,1093:4,otobus duraginin hemen karsisinda yeri cok kolay.,positive,LOCATION#GENERAL,yeri
1093,1093:6,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,positive,FOOD#STYLE_OPTIONS,malzemesi
1093,1093:6,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,positive,FOOD#STYLE_OPTIONS,porsiyonu
1093,1093:6,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,positive,FOOD#STYLE_OPTIONS,hamuru
1093,1093:6,porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,negative,SERVICE#GENERAL,servis
1093,1093:7,servis oldukca yavas.,negative,SERVICE#GENERAL,servis
1093,1093:8,yavas demek bile az kalir.,negative,SERVICE#GENERAL,NULL
1093,1093:9,az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,negative,SERVICE#GENERAL,NULL
1093,1093:10,besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,negative,FOOD#STYLE_OPTIONS,NULL
1093,1093:10,besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,positive,FOOD#QUALITY,pide
1093,1093:11,tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,negative,SERVICE#GENERAL,gelince
1093,1093:11,tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,positive,FOOD#STYLE_OPTIONS,tatli
1094,1094:0,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,neutral,SERVICE#GENERAL,servis
1094,1094:0,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,negative,SERVICE#GENERAL,otopark
1094,1094:0,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,neutral,RESTAURANT#PRICES,fiatlar
1094,1094:0,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,neutral,RESTAURANT#GENERAL,kalite
1095,1095:0,"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.",positive,AMBIENCE#GENERAL,Manzarasi
1095,1095:1,fiyatlar standart seviyede.,neutral,RESTAURANT#PRICES,fiyatlar
1095,1095:2,otopark sorunu yok.,positive,LOCATION#GENERAL,otopark
1095,1095:3,sessiz sakin ve huzurlu bir mekan.,positive,AMBIENCE#GENERAL,mekan
1096,1096:0,Kuru fasulyesi lezzetli.,positive,FOOD#QUALITY,Kuru fasulyesi
1096,1096:1,Sutlaci tavsiye edilir.,positive,FOOD#QUALITY,Sutlaci
1096,1096:2,Köftesi de kaliteli.,positive,FOOD#QUALITY,Köftesi
1096,1096:3,Sade güzel bir yer.,positive,AMBIENCE#GENERAL,yer
1096,1096:4,Çalışanlar ilgili kibar.,positive,SERVICE#GENERAL,Çalışanlar
1096,1096:5,Ortaköye yolu düşen ugramali.,positive,RESTAURANT#GENERAL,NULL
1097,1097:0,Park sorunu ciddi.,negative,LOCATION#GENERAL,Park
1097,1097:1,Valesi var gerçi.,neutral,SERVICE#GENERAL,Valesi
1097,1097:2,Pazar sabahları brunch dışında seçeneğiniz yok.,negative,FOOD#STYLE_OPTIONS,seçeneğiniz
1097,1097:3,Brunch çeşitleri ehh.,neutral,FOOD#STYLE_OPTIONS,Brunch
1097,1097:4,Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,negative,FOOD#PRICES,ücret
1097,1097:5,Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,positive,LOCATION#GENERAL,Mekanın lokasyonu
1097,1097:6,"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.",negative,FOOD#PRICES,ücret
1097,1097:6,"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.",negative,FOOD#PRICES,brunch
1098,1098:1,En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.,negative,SERVICE#GENERAL,siparişlerde
1099,1099:0,"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.",positive,FOOD#STYLE_OPTIONS,doner kesimi
1099,1099:0,"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.",positive,FOOD#QUALITY,lezzet
1099,1099:1,Yagsiz ve cok lezzetli.,positive,FOOD#QUALITY,NULL
1099,1099:2,Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.,positive,FOOD#QUALITY,tandir lavasi
1099,1099:3,Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.,positive,SERVICE#GENERAL,siparisiniz
1099,1099:4,Ortaya ise salata ve patates kizartmasi getiriyolar.,neutral,FOOD#STYLE_OPTIONS,salata ve patates kizartmasi
1099,1099:5,Acik ara en iyi donerci.,positive,RESTAURANT#GENERAL,donerci
1100,1100:0,Big chefs her daim şişirilmiş bir kafedir.,negative,RESTAURANT#GENERAL,kafedir
1100,1100:1,Çünkü size oluru olmayan fiyatlar sunar.,negative,RESTAURANT#PRICES,fiyatlar
1100,1100:3,İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,negative,RESTAURANT#PRICES,NULL
1100,1100:4,"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",negative,FOOD#PRICES,kavanoz tatlıya
1100,1100:4,"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",negative,FOOD#PRICES,ayvalık tostuna
1100,1100:4,"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",negative,RESTAURANT#GENERAL,mekana
1100,1100:5,Çünkü bu israftan başka bir şey değil benim nazarımda .,negative,RESTAURANT#GENERAL,NULL
1100,1100:6,Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !,negative,RESTAURANT#PRICES,Fiyat skalasını
1101,1101:0,"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",positive,FOOD#QUALITY,tiramisu
1101,1101:0,"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",positive,FOOD#QUALITY,Tatlilari
1101,1101:1,"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",negative,FOOD#QUALITY,Unsuz çikolatali pastasi
1102,1102:0,Yemeklerin tadi tuzu yok.,negative,FOOD#QUALITY,Yemeklerin
1102,1102:1,Ortam gürültüden ibaret.,negative,AMBIENCE#GENERAL,Ortam
1102,1102:2,Garsonlar TV izlemekten size bakmiyor.,negative,SERVICE#GENERAL,Garsonlar
1102,1102:3,Geçin allahaskina baska bir sürü yer var yenebilecek,negative,RESTAURANT#GENERAL,NULL
1103,1103:0,Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,negative,LOCATION#GENERAL,Konum
1103,1103:0,Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,positive,FOOD#QUALITY,ögle yemekleri
1103,1103:1,"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",positive,FOOD#QUALITY,Yemeklerin lezzetine
1103,1103:1,"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",positive,FOOD#QUALITY,Topkapi kebabi
1104,1104:0,Koftenin hicbir ozelligi yok.,negative,FOOD#QUALITY,Koftenin
1104,1104:1,Hizmet yok guleryuz yok.,negative,SERVICE#GENERAL,guleryuz
1104,1104:1,Hizmet yok guleryuz yok.,negative,SERVICE#GENERAL,Hizmet
1104,1104:2,Manzaranin ekmegini yiyorlar.,negative,RESTAURANT#GENERAL,NULL
1104,1104:2,Manzaranin ekmegini yiyorlar.,positive,AMBIENCE#GENERAL,Manzaranin
1104,1104:3,Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.,negative,AMBIENCE#GENERAL,Masalar
1105,1105:0,Siradan - Siradan kebaplari olan mekan...,negative,FOOD#QUALITY,kebaplari
1105,1105:1,Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.,positive,FOOD#QUALITY,tatlilari
1105,1105:1,Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.,neutral,FOOD#QUALITY,Kebap
1106,1106:0,Hizmetten cok memnun kaldik.,positive,SERVICE#GENERAL,Hizmetten
1106,1106:1,Herkes cok ilgili ve guler yuzluydu.,positive,SERVICE#GENERAL,Herkes
1106,1106:3,D Somon izgara ve etli quesadilla sipariz ettik.,neutral,FOOD#QUALITY,D Somon izgara
1106,1106:3,D Somon izgara ve etli quesadilla sipariz ettik.,neutral,FOOD#QUALITY,etli quesadilla
1106,1106:4,"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi.",positive,FOOD#QUALITY,kuskonmazli ispanakli sote
1106,1106:4,"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi.",positive,FOOD#QUALITY,yemek
1106,1106:5,Etli quesadillanin ise ozellikle eti cok guzeldi.,positive,FOOD#QUALITY,Etli quesadillanin
1106,1106:6,Mutlaka bir daha gelicez :,positive,RESTAURANT#GENERAL,NULL
1107,1107:0,Sevdiğim bir mekan.,positive,RESTAURANT#GENERAL,mekan
1107,1107:1,"Müzikler, bahçesi, menüsü güzel.",positive,FOOD#STYLE_OPTIONS,menüsü
1107,1107:1,"Müzikler, bahçesi, menüsü güzel.",positive,AMBIENCE#GENERAL,bahçesi
1107,1107:1,"Müzikler, bahçesi, menüsü güzel.",positive,AMBIENCE#GENERAL,Müzikler
1107,1107:2,Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,positive,AMBIENCE#GENERAL,yer
1107,1107:2,Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,positive,AMBIENCE#GENERAL,ortamı
1107,1107:3,Çalışanları da güler yüzlü.,positive,SERVICE#GENERAL,Çalışanları
1107,1107:4,Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.,negative,LOCATION#GENERAL,konumu
1108,1108:0,Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda :,positive,AMBIENCE#GENERAL,manzarası
1108,1108:1,) yemekler güzel fiyatlar da mekana göre gayet uygun.,positive,RESTAURANT#PRICES,fiyatlar
1108,1108:1,) yemekler güzel fiyatlar da mekana göre gayet uygun.,positive,FOOD#QUALITY,yemekler
1108,1108:2,Tavukgöğsü başarılı :,positive,FOOD#QUALITY,Tavukgöğsü
1109,1109:0,Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,negative,RESTAURANT#GENERAL,biyer
1109,1109:0,Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,negative,SERVICE#GENERAL,calisanlarin tavirlari
